Unnamed: 0,raw text,dataset,task,raw label,input text,sentiment label,text uid,keyword_1,keyword_2,keyword_3,topic_label
119,"No French people were harmed during the making of this movie, but they were insulted and the audience was put through torture for an hour and a half.",ZuCo1,task1,-1,"No French people were harmed during the making of this movie, but they were insulted and the audience was put through torture for an hour and a half.",negative,119,french,harmed,torture,Movie Reviews and Sentiment
120,"I was feeling this movie until it veered off too far into the Exxon zone, and left me behind at the station looking for a return ticket to realism.",ZuCo1,task1,-1,"I was feeling this movie until it veered off too far into the Exxon zone, and left me behind at the station looking for a return ticket to realism.",negative,120,exxon,movie,realism,Movie Reviews and Sentiment
121,The simplicity of The Way Home has few equals this side of Aesop.,ZuCo1,task1,0,The simplicity of The Way Home has few equals this side of Aesop.,positive,121,aesop,simplicity,home,Movie Reviews and Sentiment
122,Exceptionally well acted by Diane Lane and Richard Gere.,ZuCo1,task1,1,Exceptionally well acted by Diane Lane and Richard Gere.,positive,122,diane,acted,gere,Movie Reviews and Sentiment
123,"Dong shows how intolerance has the power to deform families, then tear them apart.",ZuCo1,task1,0,"Dong shows how intolerance has the power to deform families, then tear them apart.",negative,123,dong,intolerance,families,Movie Reviews and Sentiment
124,"A stupid, derivative horror film that substitutes extreme gore for suspense.",ZuCo1,task1,-1,"A stupid, derivative horror film that substitutes extreme gore for suspense.",negative,124,horror,film,suspense,Movie Reviews and Sentiment
125,It's a great American adventure and a wonderful film to bring to IMAX.,ZuCo1,task1,1,It's a great American adventure and a wonderful film to bring to IMAX.,positive,125,imax,film,adventure,Movie Reviews and Sentiment
126,It's 51 times better than this.,ZuCo1,task1,0,It's 51 times better than this.,positive,126,better,51,times,Movie Reviews and Sentiment
127,"It's like an old Warner Bros. costumer jived with sex -- this could be the movie Errol Flynn always wanted to make, though Bette Davis, cast as Joan, would have killed him.",ZuCo1,task1,0,"It's like an old Warner Bros. costumer jived with sex -- this could be the movie Errol Flynn always wanted to make, though Bette Davis, cast as Joan, would have killed him.",negative,127,joan,bette,movie,Movie Reviews and Sentiment
128,"A miraculous movie, I'm Going Home is so slight, yet overflows with wisdom and emotion.",ZuCo1,task1,1,"A miraculous movie, I'm Going Home is so slight, yet overflows with wisdom and emotion.",positive,128,movie,home,going,Movie Reviews and Sentiment
129,"A fiercely clever and subtle film, capturing the precarious balance between the extravagant confidence of the exiled aristocracy and the cruel earnestness of the victorious revolutionaries.",ZuCo1,task1,1,"A fiercely clever and subtle film, capturing the precarious balance between the extravagant confidence of the exiled aristocracy and the cruel earnestness of the victorious revolutionaries.",positive,129,revolutionaries,film,aristocracy,Movie Reviews and Sentiment
130,"It's as if you're watching a movie that was made in 1978 but not released then because it was so weak, and it has been unearthed and released now, when it has become even weaker.",ZuCo1,task1,-1,"It's as if you're watching a movie that was made in 1978 but not released then because it was so weak, and it has been unearthed and released now, when it has become even weaker.",negative,130,movie,1978,watching,Movie Reviews and Sentiment
131,Anemic chronicle of money grubbing New Yorkers and their serial loveless hook ups.,ZuCo1,task1,0,Anemic chronicle of money grubbing New Yorkers and their serial loveless hook ups.,negative,131,yorkers,loveless,anemic,Movie Reviews and Sentiment
132,"Thanks to a small star with big heart, this family film sequel is plenty of fun for all.",ZuCo1,task1,1,"Thanks to a small star with big heart, this family film sequel is plenty of fun for all.",positive,132,sequel,star,film,Movie Reviews and Sentiment
133,And I've decided to leave a light on every night from now on.,ZuCo1,task1,0,And I've decided to leave a light on every night from now on.,neutral,133,night,light,decided,Movie Reviews and Sentiment
134,Festers in just such a dungpile that you'd swear you were watching monkeys flinging their feces at you.,ZuCo1,task1,-1,Festers in just such a dungpile that you'd swear you were watching monkeys flinging their feces at you.,negative,134,festers,dungpile,monkeys,Movie Reviews and Sentiment
135,under-rehearsed and lifeless,ZuCo1,task1,-1,under-rehearsed and lifeless,negative,135,lifeless,rehearsed,,Movie Reviews and Sentiment
136,Exactly what you'd expect from a guy named Kaos.,ZuCo1,task1,0,Exactly what you'd expect from a guy named Kaos.,negative,136,kaos,expect,guy,Biographies and Factual Knowledge
137,"If legendary shlockmeister Ed Wood had ever made a movie about a vampire, it probably would look a lot like this alarming production, adapted from Anne Rice's novel The Vampire Chronicles.",ZuCo1,task1,0,"If legendary shlockmeister Ed Wood had ever made a movie about a vampire, it probably would look a lot like this alarming production, adapted from Anne Rice's novel The Vampire Chronicles.",neutral,137,vampire,chronicles,movie,Movie Reviews and Sentiment
138,"For those for whom the name Woody Allen was once a guarantee of something fresh, sometimes funny, and usually genuinely worthwhile, Hollywood Ending is a depressing experience.",ZuCo1,task1,-1,"For those for whom the name Woody Allen was once a guarantee of something fresh, sometimes funny, and usually genuinely worthwhile, Hollywood Ending is a depressing experience.",negative,138,woody,ending,allen,Movie Reviews and Sentiment
139,Bella is the picture of health with boundless energy until a few days before she dies.,ZuCo1,task1,0,Bella is the picture of health with boundless energy until a few days before she dies.,positive,139,bella,dies,energy,Biographies and Factual Knowledge
140,"The fun of the movie is the chance it affords to watch Jackson, who also served as executive producer, take his smooth, shrewd, powerful act abroad.",ZuCo1,task1,1,"The fun of the movie is the chance it affords to watch Jackson, who also served as executive producer, take his smooth, shrewd, powerful act abroad.",positive,140,jackson,movie,producer,Movie Reviews and Sentiment
141,What should have been a cutting Hollywood satire is instead about as fresh as last week's issue of Variety.,ZuCo1,task1,-1,What should have been a cutting Hollywood satire is instead about as fresh as last week's issue of Variety.,negative,141,satire,fresh,variety,Movie Reviews and Sentiment
142,"Cox offers plenty of glimpses at existing photos, but there are no movies of Nijinsky, so instead the director treats us to an aimless hodgepodge.",ZuCo1,task1,-1,"Cox offers plenty of glimpses at existing photos, but there are no movies of Nijinsky, so instead the director treats us to an aimless hodgepodge.",negative,142,nijinsky,director,movies,Biographies and Factual Knowledge
143,Aaliyah rarely dampens her diva persona enough to spark genuine chemistry with Townsend.,ZuCo1,task1,0,Aaliyah rarely dampens her diva persona enough to spark genuine chemistry with Townsend.,neutral,143,aaliyah,diva,townsend,Biographies and Factual Knowledge
144,Mr. Soderbergh's direction and visual style struck me as unusually and unimpressively fussy and pretentious.,ZuCo1,task1,-1,Mr. Soderbergh's direction and visual style struck me as unusually and unimpressively fussy and pretentious.,negative,144,pretentious,soderbergh,unusually,Movie Reviews and Sentiment
145,Mazel tov to a film about a family's joyous life acting on the Yiddish stage.,ZuCo1,task1,1,Mazel tov to a film about a family's joyous life acting on the Yiddish stage.,positive,145,yiddish,mazel,film,Movie Reviews and Sentiment
146,... would be a total loss if not for two supporting performances taking place at the movie's edges.,ZuCo1,task1,0,... would be a total loss if not for two supporting performances taking place at the movie's edges.,negative,146,movie,edges,performances,Movie Reviews and Sentiment
147,An inspiring and heart-affecting film about the desperate attempts of Vietnamese refugees living in U.S. relocation camps to keep their hopes alive in 1975.,ZuCo1,task1,1,An inspiring and heart-affecting film about the desperate attempts of Vietnamese refugees living in U.S. relocation camps to keep their hopes alive in 1975.,positive,147,refugees,film,vietnamese,Movie Reviews and Sentiment
148,"Loud, chaotic and largely unfunny.",ZuCo1,task1,-1,"Loud, chaotic and largely unfunny.",negative,148,chaotic,loud,unfunny,Movie Reviews and Sentiment
149,The immersive powers of the giant screen and its hyper-realistic images are put to perfect use in the breathtakingly beautiful outer-space documentary Space Station 3D.,ZuCo1,task1,1,The immersive powers of the giant screen and its hyper-realistic images are put to perfect use in the breathtakingly beautiful outer-space documentary Space Station 3D.,positive,149,3d,immersive,space,Movie Reviews and Sentiment
150,It's everything you don't go to the movies for.,ZuCo1,task1,-1,It's everything you don't go to the movies for.,negative,150,movies,don,,Biographies and Factual Knowledge
151,"Harris is supposed to be the star of the story, but comes across as pretty dull and wooden.",ZuCo1,task1,0,"Harris is supposed to be the star of the story, but comes across as pretty dull and wooden.",negative,151,harris,dull,star,Movie Reviews and Sentiment
152,Allen's funniest and most likeable movie in years.,ZuCo1,task1,1,Allen's funniest and most likeable movie in years.,positive,152,allen,movie,likeable,Movie Reviews and Sentiment
153,"For those who pride themselves on sophisticated, discerning taste, this might not seem like the proper cup of tea, however it is almost guaranteed that even the stuffiest cinema goers will laugh their 1*** off for an hour-and-a-half.",ZuCo1,task1,1,"For those who pride themselves on sophisticated, discerning taste, this might not seem like the proper cup of tea, however it is almost guaranteed that even the stuffiest cinema goers will laugh their 1*** off for an hour-and-a-half.",negative,153,cinema,laugh,goers,Movie Reviews and Sentiment
